team_nr,Organisatie,aantalteam,leeftijd_gem,geslacht,ervaring,tijd,gehaald,Introductie,centraal1,centraal2,centraal3,centraal5_,centraal6_,extern1_,extern2_,extern3,extern4,extern5,extern6,extern7,open1_,open2,open3,open4,extravert2_,extravert3_,extravert5,extravert6,extravert7,extravert8,lang1,lang2,lang3_,lang4_,lang5_,direct1,direct2,direct3_,direct4_,direct5_,taak1,taak2,taak3,taak4_,taak5_,taak6_,sturing1,sturing2,sturing3,sturing5,sturing8_,consensus1_,consensus2_,consensus3,consensus4,consensus5,VAR00003,centraal5R,centraal6R,extern1R,extern2R,open1R,taak4R,taak5R,taak6R,consensus2R,sturing8R,consensus1R,extravert2R,extravert3R,lang3R,lang4R,lang5R,direct3R,direct4R,direct5R,CentraalGEM,ExternGEM,OpenGEM,TaakGEM,SturingGEM,ConsensusGEM,ExtravertGEM,langGEM,DirectGEM,filter_$,SturingGEM1
 ,AGILE 2 2017,5,40,80,0,20,2, ,4.3,4.2,4.2,2.1,1.7,2.7,1.1,3.5,4.6,3.6,4.2,2.4,1.6,4.6,4.8,4.3,4.6,3.7,2.4,1.7,1.7,3.6,1.8,1.4,4.9,4.2,4.7,2.3,1.2,3.7,4.7,4.2,1.8,2.2,2.1,3.9,3.4,4,1.5,3.8,1.6,2.4,4.6,2.1,1.8,4.6,4.2,3.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,NHL 2016,4,19.5,100,100,20,2, ,3.5,4.5,4,3,4.5,2.5,1.5,3.5,4,1.5,3.5,1,1.5,4,4.5,2,4,1.5,4,4,2.5,5,2.5,2,3.5,3,4,5,5,1,1,1,1,4.5,4.5,1.5,3.5,1.5,4,4.5,5, ,1.5,4,1,4,1,4, ,3,1.5,3.5,4.5,4.5,4.5,2.5,4.5,5,4.5,2,2,4.5,2.5,3,2,5,5,5,3.3,3.071428571,3.75,3.583333333,4.5,3.2,3.666666667,2.4,5,0, 
2,NHL 2016,5,21.8,60,20,17.39,1, ,2,3.5,1.5,3.5,5,1.5,1,4.5,4.5,4,4.5,4,1,5,4,2.5,2,2,3.5,2,4,4.5,4,4.5,2.5,2,1.5,3.5,2.5,3.5,4,4,3,4,2,4,2,4,4.5,4,4, ,1,3.5,4,2.5,2,1.5, ,2.5,1,4.5,5,5,2,4,2,2,5,2.5,4,4,3.5,4,4.5,2.5,2,2,2.1,4.428571429,4.125,2.833333333,4.375,2.1,3.666666667,4.1,2.5,1, 
3,NHL 2016,5,23,0,60,15.14,1, ,1.5,2.5,2,4,4.5,2,2,4,2,4.5,4,4.5,1.5,4.5,5,1.5,1,4.5,4.5,3.5,3.5,5,4,2,2,2,3.5,2.5,4,3.5,3.5,3.5,2,2.5,2.5,4.5,4,4,4.5,4,3.5, ,1.5,4.5,2,4,3.5,3.5, ,2,1.5,4,4,4.5,1.5,2,2,4,4.5,1.5,5,1.5,4,4,2.5,2.5,2.5,2.5,1.9,3.857142857,3.875,2.083333333,4.125,3.3,3.833333333,3.3,2.8,1, 
5,NHL 2016,6,20.5,33.3,66.67,20,2, ,2,2,1.5,4.5,4.5,4,2,4,4.5,5,4.5,5,1,5,2,1.5,1.5,4,5,3.5,4.5,2.5,4.5,2.5,2,2,4,3.5,4,3,2.5,2.5,2.5,4.5,4,2,4,5,4.5,4,4, ,2,4,1.5,3.5,4,2, ,1.5,1.5,2,4,5,4,2,1,4.5,4,2,4.5,2,4,4,2,3,3.5,3.5,1.7,4.142857143,3.375,3,4.125,3.2,3.666666667,3.4,3.5,0, 
7,NHL 2016,5,22,0,40,20,2, ,3,4,3,3,2,2.5,1.5,3,4,2,4,2.5,1.5,4.5,4,4,2,1,3.5,3.5,4.5,3.5,2,1.5,4.5,3.5,4,2,3.5,2,2,3,4,4,4,4,1.5,3.5,1.5,4,2, ,2.5,2.5,3.5,3.5,2.5,2, ,3,4,3.5,4.5,4.5,2,4.5,2.5,2.5,3.5,3.5,4,5,1.5,2.5,2,4,4,3,3.4,3.357142857,4.25,3.5,2.75,2.8,4,1.9,3.3,0, 
9,NHL 2016,5,21.2,80,80,20,2, ,4,4,2,2,3.5,2.5,3.5,4,2,1,3.5,3.5,1.5,4.5,4,2,4,3.5,2,4,2,4,3,4,3,4,3,5,4.5,2,1.5,1.5,3.5,4,4.5,1.5,2,2,3,4.5,4.5, ,2,4.5,1.5,1.5,1,1.5, ,4,2.5,3.5,2.5,4.5,4.5,4,4,4.5,4,1.5,2,2.5,3,2,3,4,4.5,4.5,3.3,2.857142857,3.75,4.083333333,4,2,2.75,3,4.5,0, 
10,NHL 2016,5,20.8,60,0,20,2, ,3,3.5,1,4,4,3.5,1.5,4,3.5,4.5,2.5,4.5,1.5,4,4.5,4,4,2,3.5,2,1,4.5,3,2,2.5,3.5,3.5,3.5,2.5,3,4,3,3.5,1.5,2.5,4.5,4,3.5,4,2,2, ,2,1.5,1,4.5,4,2, ,2,2,2.5,4.5,4.5,1.5,2,2.5,5,4,4.5,2,4,3.5,2.5,2.5,3,2,3,2.3,3.714285714,4.25,2.25,3,4,2.833333333,2.7,2.8,0, 
11,NHL 2016,5,20.8,100,40,20,2, ,2.5,3,1.5,4.5,4.5,2.5,1.5,4.5,4.5,4,4,4,2,4,4,4,3,2,4,4.5,3,4.5,3.5,4,2,2.5,3.5,4.5,4.5,3.5,1.5,2.5,3.5,3.5,4.5,2,4.5,4,4.5,4.5,4.5, ,1.5,1.5,2.5,4,2,3.5, ,1.5,1.5,3.5,4.5,4,4,1.5,2,3.5,4.5,4.5,3,4,4,3.5,2.5,2.5,4.5,3.5,2,4.142857143,4,3.166666667,4.5,3.5,3.833333333,3.5,3.9,0, 
12,NHL 2016,4,24.2,40,20,20,2, ,3.5,4,2.5,3,2.5,2,2.5,1.5,3.5,3.5,4,4,4,1.5,2.5,3.5,2.5,4,3,1.5,1.5,3.5,2,2.5,2.5,4,3.5,4,4,4,3,2.5,5,4.5,2.5,3.5,3.5,2,3,3.5,4, ,2.5,3.5,3,4,4,3.5, ,3,3.5,4,3.5,2,2.5,2.5,4,3,3.5,2.5,3.5,2,3.5,2,2.5,2,3,3.5,3.3,3.428571429,2.375,3.5,3.5,3.4,2.5,2.5,3.3,0, 
13,NHL 2016,5,19,40,0,20,2, ,4,4,1.5,4,5,1,2,4,2,3,4.5,2,1.5,4,3.5,5,3,2,3.5,2,3,4,2.5,3,4,4,3.5,2.5,2,3,5,3,1.5,4,4.5,2,3.5,2.5,4.5,3,4, ,2.5,2,2,4,4.5,3.5, ,2,1,5,4,4.5,4,2.5,3.5,4,3.5,4,3,4,2,2,2.5,3,1,3,2.5,3.5,4.25,3.333333333,3.75,4,3.25,2.4,2.3,0, 
14,NHL 2016,5,23.4,40,60,20,2, ,2.5,2,1.5,3.5,4,5,3.5,4,1.5,1,2,1,3,2.5,3.5,4,4,4.5,1.5,1.5,1,2.5,3.5,1,2.5,2.5,3.5,3.5,2,2,4,1.5,1.5,1.5,2,3,2,1.5,2.5,2,2.5, ,4,3,4.5,1.5,3,2.5, ,2.5,2,1,2.5,3,3,4,4.5,1.5,2,3,2,1.5,3.5,3.5,2.5,4,2,4.5,2.1,1.857142857,3.25,2.75,2.25,2.3,1.666666667,2.8,3.2,0, 
15,NHL 2016,4,23.25,50,0,20,2, ,3,2,3,3,4,3.5,3.5,4,2,1.5,3,1.5,3,2,2.5,4.5,4.5,3.5,1.5,1.5,1.5,2,3,3.5,4,3.5,4,4,4,2,2,2.5,1,2.5,3,2,1.5,3,2,3,4, ,3.5,3.5,3.5,2.5,2.5,3.5, ,3,2,2.5,2.5,3,4,4.5,3,2.5,2.5,2.5,1.5,2.5,2,2.5,2,4,4,3.5,2.6,2.428571429,3,3,2.875,2.7,1.75,2.6,3.9,0, 
16,NHL 2016,5,20,0,20,20,2, ,5,5,5,1,1.5,1.5,1.5,1.5,2.5,3.5,4.5,3.5,1.5,4,3.5,4,2,1.5,5,2,3,4,1,1.5,5,4.5,3,1.5,1.5,3.5,5,4,2,2.5,2,4,4,3,2,4,2, ,3.5,1.5,1,4.5,4,4, ,5,4.5,4.5,4.5,4.5,2,2,3,5,2.5,4.5,4,4.5,1,1.5,3,2.5,1,2,4.9,3.5,4,2.25,2.625,4.4,3.75,1.6,1.7,0, 
18,NHL 2016,5,20.2,20,20,19.06,1, ,4,3.5,2.5,2.5,4,2.5,2,3.5,2,4.5,4,4.5,2,4.5,3.5,5,3.5,1.5,3,3,3.5,4.5,3,3,3,4,4,3,2.5,4,4,4.5,3.5,4,2,4,4,3.5,4,4,3.5, ,2,2,2,4,2,2, ,3.5,2,3.5,4,4,2,2,2.5,4,4,4,2.5,4.5,3,2,2,2,2,1.5,3.1,3.714285714,4.25,2.666666667,3.875,3.2,3.5,2.6,2.2,1, 
19,NHL 2016,5,27.8,100,20,18.05,1, ,3.5,4,1.5,3.5,5,2,2,3,4,4.5,4.5,4.5,1,5,3.5,3.5,4.5,3.5,2,3,2.5,5,3.5,2,2.5,3,4,4,2,4,4,3.5,2,4.5,3.5,3.5,4,5,4.5,4.5,4.5, ,1,1,2,4.5,2,5, ,2.5,1,4,4,5,2.5,2,1,4,5,5,1.5,2.5,3.5,3,2,2,2,2.5,2.5,4.071428571,4.25,2.583333333,4.625,4.1,2.75,2.8,2.5,1, 
20,NHL 2016,6,20,50,16.67,20,2, ,2.5,4,2.5,4,4,4,3.5,2.5,2,1.5,1,1.5,3,2,3,3.5,4,4,1.5,1.5,2,3.5,3,2,3.5,3,4.5,4,4,2,2,1.5,1,2,4,1.5,1.5,1.5,3.5,2,2.5, ,2,2.5,1.5,4,4,1.5, ,2,2,2,2.5,3,4.5,4.5,4.5,4.5,4,3.5,2,2,2.5,3,1.5,4,4,4.5,2.6,1.857142857,2.875,3.416666667,3,3.5,2.083333333,2.4,4.1,0, 
21,NHL 2016,5,25.6,60,20,20,2, ,4,4.5,3.5,2.5,4,2,1,2.5,2.5,3,4,4,1,4.5,5,4,4,2,3.5,2,1.5,4.5,2.5,2,4,4,4.5,4.5,3,4,4,2,1.5,5,4,2.5,4,5,4.5,4,4.5, ,1,3.5,1.5,4,2,3.5, ,3.5,2,4,5,5,3.5,2,1,4.5,5,2.5,2,4,2,2,1.5,2,2,4,3.5,3.571428571,4.625,2.833333333,4.5,3.3,2.916666667,2,3.1,0, 
22,NHL 2016,5,20.4,40,40,20,2, ,5,5,5,2,1,1,1.5,1,2.5,1,4.5,1.5,1,4,4,2.5,4,3,3.5,1,2.5,4,1,1,5,5,4.5,3.5,1.5,1,3,2.5,4.5,4,3.5,4,3,1,2.5,3.5,4.5,4.5,3.5,4,1.5,3.5,2,3, ,4,5,5,4.5,5,2,3,5,4.5,2.5,2,2,3,1,1,1.5,5,3,3.5,4.8,2.857142857,3.875,3.666666667,3.5,3,2.666666667,1.1,3.3,0,3.5
23,NHL 2016,5,22.4,60,20,14.46,1, ,2.5,4,2.5,3.5,4.5,4,4,3.5,2.5,2,1.5,2,4,2,3,2.5,3.5,4,1.5,2,1.5,2,2,3,3.5,2.5,4,3.5,3.5,2.5,2.5,1.5,2,1.5,2,4,2.5,2,3.5,4,2.5,1.5,2,2,3,4.5,3.5,4, ,2.5,1.5,2,2,2,2,3.5,4,3,4,4,2.5,2,2.5,3.5,2,3.5,3.5,4.5,2.6,2.214285714,2.375,2.5,3.1,3.8,1.916666667,2.6,3.7,1,3.1
24,NHL 2016,5,19.6,40,0,12.39,1, ,1.5,2.5,1.5,5,5,4.5,4,3.5,1.5,2,1.5,3.5,4.5,1.5,2,3.5,4.5,4.5,1.5,1.5,1,3.5,4.5,3,1.5,2,3.5,5,3.5,1.5,2,1.5,2.5,2.5,4.5,2,2,1.5,5,3,2,2,1,4.5,5,1.5,1,1, ,1,1,1.5,2,1.5,4,4,4.5,1,5,1.5,1.5,1.5,4.5,4,2.5,4.5,4,4.5,1.5,2.214285714,2.125,3.666666667,3.4,1.2,1.75,3.7,4.3,1,3.4
25,NHL 2016,5,24,20,20,20,2, ,3.5,2.5,1,4.5,5,4,2,3.5,4.5,1.5,3.5,2,4,1.5,2.5,1.5,4.5,4,1.5,2,1,4.5,4.5,4,2,4,2,4,1,2,4.5,4,1.5,2,1.5,4,3.5,2,4,4,3.5,2,2,1.5,2,3.5, ,3.5,4.5,1.5,1,2,4,2,2,2.5,4,4,4,4.5,1.5,2,4,2,4,4,1.5,2,1.9,3,1.875,2.25,3.5,3.875,2.083333333,3.7,2.5,0,3.5
26,NHL 2016,5,19.6,40,0,20,2, ,2,2.5,1,5,4.5,2,1,4.5,4.5,2,5,4,1,5,5,4,3.5,2,4,1.5,1,5,5,2.5,1,2.5,1.5,5,5,3,2,1.5,1.5,4.5,5,1.5,3.5,1.5,4.5,4.5,5,4.5,1.5,3,4,2,1,4,4,1,1.5,4,5,5,4.5,2.5,4.5,2,4.5,3,2.5,4,5,3.5,4.5,3,4,4.5,1.6,4.142857143,4.75,3.75,4.6,2.4,3,4.1,4.3,0,4.6
27,NHL 2016,5,20.4,100,0,18,1, ,2.5,4.5,2,4,4,5,5,1,2,4,1.5,2.5,2.5,4.5,4,4,4.5,4,1,1,1.5,4,2.5,1.5,4,2.5,4.5,4.5,3.5,2,2.5,3.5,4,4,4,2.5,2,2,4.5,4,3,3.5,1,2,1,5,3.5,1,3,2,2,1,1,3.5,3.5,4,4,5,5,4,1.5,2,2,3.5,1.5,4,3.5,2.5,2.6,1.857142857,4,3.916666667,4,3.7,1.833333333,2.2,3.6,1,4
29,NHL 2016,6,21.5,66.67,0,18.58,1, ,4,4.5,3,4.5,4.5,4.5,4,4,1.5,5,3.5,5,1.5,4.5,4.5,5,1.5,1,5,3.5,4.5,3.5,4,4,2.5,4,3.5, ,2,3.5,4.5,4,3.5,5,2,4.5,4,3.5,4,5,4,4,2.5,1,1.5,4.5, ,4,3.5,1.5,1.5,1.5,2,4.5,1.5,2,2.5,4.5,3.5,5,4.5,5,3.5,2,2.5,2.5,1.5,2,2.9,3.214285714,4.625,2.75,4.1,4.5,4.333333333,3.2,2,1,4.1
30,NHL 2016,5,20.2,100,0,19.59,1, ,4,4,4,2.5,4.5,3.5,4,4,1,3.5,1,1.5,2,4,4,4,4,4,1,1,1,3,2.5,2,3.5,3,4,5,3.5,2,1.5,1.5,1.5,3.5,4.5,2,1,1,3,2,2.5,1,4,3.5,4,4,4.5,1.5,1,3.5,1.5,2.5,2,4,4,5,5,2,2,2.5,2,2,2.5,3,2,4,4.5,4.5,3.4,2.214285714,4,3.916666667,2.1,2.9,1.666666667,2.4,4.3,1,2.1
31,NHL 2016,5,23.4,20,0,20,2, ,1.5,2,1,5,5,5,1.5,2,4.5,4.5,2,5,1,5,3.5,4.5,1,1,5,5,4.5,4,4,4,1.5,2,1,3.5,5,2,1.5,3,1,1,5,1.5,2,2,5,5,4,4.5,1,1.5,5,2.5,1.5,5,3.5,1,1,1,4.5,5,4.5,4,4,1,5,4.5,5,5,4.5,4,5,4,4.5,3,1.3,3.357142857,4.5,3.25,4.7,2.9,4.75,4.3,4,0,4.7
32,NHL 2016,5,22.4,80,60,20,2, ,4.5,5,3.5,4.5,4.5,2,2,1.5,1.5,1.5,5,1.5,4.5,1.5,2,2,4.5,5,1,1,1,3,1,1,5,4.5,5,4,2,2.5,4.5,3,1.5,1.5,1.5,3.5,3.5,2.5,2,1.5,2,2,3.5,2,2,4,4.5,1.5,4,1.5,1.5,4,4,1.5,2.5,2.5,3.5,4,2.5,4,1.5,1,1,1.5,1,3.5,1.5,3,3.2,2.714285714,1.75,2.166666667,2,3.6,1.416666667,1.1,2.8,0,2
33,NHL 2016,3,19.33,0,0,20,2, ,4,3.5,4.5,2.5,2,1.5,2,3.5,2.5,2.5,4.5,2,3.5,1,2,2,4,4.5,1,1.5,2,2,2.5,2,4,4,4,3.5,2,2,4,3.5,1.5,1.5,1.5,4,4.5,2,2,1.5,2,1.5,4,4,5,1,1.5,2,4,3.5,4,4.5,4,2.5,2,1.5,4,1,2,2,2,1.5,2,2,2,4,2,2.5,3.9,3.357142857,1.875,2,1.8,1.5,1.666666667,2.1,2.8,0,1.8
34,NHL 2016,5,19.2,80,0,16.13,1, ,4,4.5,1.5,4,5,1,1,2.5,4,4,4.5,3.5,1.5,4,4.5,4.5,4.5,3.5,2.5,2.5,1,5,3.5,2.5,2,3.5,4.5,4,1.5,3.5,4.5,4,2,4.5,1.5,4,4.5,3.5,5,5,4.5,5,1,1,1.5,4.5,4.5,4, ,2,1,5,5,4.5,2,1.5,2.5,4.5,5,5,1.5,2.5,4,2.5,1.5,2.5,1.5,2,2.6,4.071428571,4.375,2.333333333,4.9,4.5,2.5,2.8,2.3,1,4.9
35,NHL 2016,5,20.6,80,0,19.58,1, ,4,4,2.5,3.5,4.5,4,2.5,4,4,2,3,2.5,3,4,5,4.5,4.5,4.5,2,2,1.5,4,1.5,1.5,4,4,5,4.5,3.5,2,2.5,2,2.5,4,3.5,2,2,4,3,3.5,4.5,2.5,2.5,2,3.5,3.5,3.5,5,2.5,2.5,1.5,2,3.5,3,4,4,2,2.5,3.5,4,1.5,1.5,2,2,1,4,3.5,4,2.9,3,4.125,3.333333333,3.4,3.7,2.083333333,1.6,3.9,1,3.4
36,NHL 2016,4, ,0,0,19.54,1, ,4.5,4.5,3,4,4,2,2,1.5,2,1.5,4,3,2,4,4,3.5,4,4,3,2,3,4.5,2,2.5,3.5,5,4,2.5,1.5,2.5,4,3,1,3.5,2,4.5,5,2.5,4,4,4,2,2.5,1.5,2,4,5,4.5,5,2,2,4,4,4,1.5,1,3.5,4,3.5,4.5,2,2,2.5,1,2,3.5,2,3,3.2,2.857142857,3.875,2.083333333,3.5,4.4,2.75,2,2.5,1,3.5
37,NHL 2016,5,20.6,20,0,14.13,1, ,4,4.5,5,1.5,2,1.5,1.5,2.5,4,5,4.5,4,1.5,4.5,5,4,1.5,1,4.5,3.5,4,5,2,3.5,3.5,4,5,2,2,3,4.5,4,1.5,4.5,4.5,1,4,3.5,4,4,4.5,4.5,1,1.5,1,4,3.5,1,4,4.5,4,4.5,4.5,4.5,5,2,2.5,5,5,4.5,4.5,5,2.5,2,1,3,1.5,2,4.4,4.142857143,4.5,3.333333333,4.4,3.6,4.416666667,2.2,2.1,1,4.4
38,NHL 2016,3,21.33,0,0,20,2, ,4.5,4,4,4.5,3.5,2.5,1,1,3.5,2,4.5,2.5,2,4,4.5,3,2,2,3.5,1.5,2,4.5,1.5,3.5,4.5,4,4,3.5,2,2,4,3.5,1,4,1.5,4,3.5,2,4,3,3.5,3.5,1.5,2,1.5,4.5,4,4.5,3.5,1.5,2.5,3.5,5,4,2,2.5,4,4.5,4.5,4,4,4,1.5,2,2,4,2,2.5,3.3,3.142857143,3.875,2.5,3.7,4.3,3.25,2.1,2.8,0,3.7
39,NHL 2016,5,19,80,0,20,2, ,2,1.5,2,4.5,4,4,4,4,2,1.5,2.5,3,3.5,2,2.5,2,4,3,2,2,3,4,4.5,4,1.5,2.5,3.5,5,3,1.5,3.5,1,1.5,2,2,3,2,2,3.5,2,2.5,2,2,4,4.5,2,5,2,2.5,1.5,2,2,2,2.5,3,4,4,1.5,4,2,2,3,4.5,3.5,2.5,4.5,2.5,5,1.8,2.428571429,2.25,2.75,2.8,2.5,2.666666667,3.8,4,0,2.8
40,NHL 2016,5,33.4,0,60,19.42,1, ,3.5,4.5,2,4.5,4,2.5,1,2,4,5,4.5,4,1.5,4,4.5,3.5,3.5,4,3,2.5,2,4,3,2,3.5,3.5,5,2.5,2,3.5,4.5,4,3,5,1.5,4.5,4.5,3.5,4,4.5,3.5,3.5,1.5,1.5,2,4,4.5,4,4.5,1.5,2,3.5,5,4.5,1.5,1.5,2.5,4,4.5,4.5,2.5,2,2.5,2.5,1,2.5,1.5,2,2.7,4,4.125,2.5,4,4.2,2.666666667,2.2,2.1,1,4
41,NHL 2016,5,21,20,100,15.54,1, ,2.5,4,1,5,5,4,4,4,2,3.5,2.5,4.5,3.5,2,2.5,1.5,1.5,1,4,4.5,4.5,5,5,4.5,1.5,2.5,1,2,4.5,2,2.5,4.5,4,4,2,1.5,2,2,5,4,2,4.5,1,3.5,1,4.5,2,4.5,1,1,1,2,2,2.5,4.5,4,4,5,5,2.5,4.5,5,4.5,3.5,5,4,3.5,1.5,1.9,2.928571429,2.125,3.75,4.1,3.7,4.583333333,4.5,3.1,1,4.1
42,NHL 2016,6,23.33,66.67,16.67,15.21,1, ,5,5,5,2,1.5,2,1.5,1.5,3.5,2,4,2.5,4,1.5,3.5,3.5,4,5,1.5,1,1.5,3.5,2,1.5,4.5,4.5,3,4,1.5,3,4.5,3,2,1.5,1.5,3,3.5,2.5,3.5,2,3.5,1.5,2.5,1.5,1.5,5,5,1.5,3.5,4,4.5,4,4.5,2,3,2.5,3.5,4.5,3.5,4.5,2,1,1.5,1.5,3,3,1.5,3,4.7,3.142857143,2.625,2.333333333,2.8,4.1,1.75,1.9,2.6,1,2.8
43,NHL 2016,4,19.25,0,75,19.49,1, ,2,3.5,1,5,5,3,1,4.5,4.5,5,4,5,1,5,4,4.5,3,1.5,4.5,4.5,3.5,5,4,4,2,2,4,4.5,4,2.5,2,3.5,2.5,4,2.5,4.5,4.5,2.5,4.5,5,5,4.5,1,1.5,2,4,3.5,4,4,1,1,3,5,5,1.5,1.5,3.5,4,5,4.5,3,4.5,4,4,2,3.5,4,2.5,1.7,4.428571429,4.625,2.583333333,4.8,4,4.166666667,3.6,3.7,1,4.8
44,NHL 2016,4,21.5,0,50,20,2, ,3.5,4,2,4.5,5,2,1.5,2,4.5,4.5,4.5,5,1,4.5,4,2,2,1,4,5,4,4,4,4,1,3.5,2,2,4,3.5,4.5,4,2,4.5,1.5,4,4,3.5,5,4,4,3.5,1,2,2.5,4.5,1.5,2,4.5,1.5,1,4,4.5,5,2,2,2.5,3.5,5,4,4,5,5,2.5,4,2.5,1.5,2,2.4,4.142857143,3.875,2.416666667,4.3,3.1,4.333333333,3.9,2.4,0,4.3
46,NHL 2016,5,22.2,40,20,10.57,1, ,2,1.5,3.5,4,4.5,4,2,4,2,4.5,4,4,2,4,4,4,2.5,1.5,3.5,4,3.5,4.5,4,4,2,2,4,4.5,4,3,3,4, ,4.5,4.5,2,3.5,2,5,4.5,4, ,1,4,4.5,2.5,1.5,1,4,2,1.5,2,4,4,4,2.5,4,1.5,5,2,3.5,4.5,4,4,2,3,3,2,2.1,3.5,4,3.9,4.625,1.7,3.916666667,3.6,3.3,1, 
47,NHL 2016,4,25.25,100,25,20,2, ,4,4.5,5,2.5,3.5,1.5,2,4.5,5,4,4.5,4,1.5,4,5,4.5,4,2,4,3.5,3,5,2,2,4,4,5,4.5,2.5,3.5,4,2.5,1.5,3.5,1,5,4,3,2,5,4.5,4,2.5,4,1.5,4,4,4,5,3.5,2.5,4.5,4,4.5,1,2,3,4.5,3.5,2,2,4,2,2,1,2.5,2,3.5,3.9,4.357142857,4.5,2,3.8,3.7,3.583333333,1.8,3,0,3.8
48,NHL 2016,4,21.5,0,50,7.35,1, ,3.5,1.5,2.5,4.5,3.5,4.5,4,1.5,1.5,5,2,4.5,4.5,1.5,4.5,2.5,5,3,2,4.5,2,4,5,3.5,2.5,4,4,4,5,1.5,2,2,3.5,2.5,4,2,2,2,5,2,2,4,2,4,5,2,2.5,1.5, ,1.5,2.5,1.5,2,1.5,4,4,4,1,4,2,1,3,3.5,2,2,4.5,4,4,2.3,2.571428571,2.5,3.666666667,3.4,1.8,2.75,3.2,4.3,1,3.4
49,NHL 2016,5,19.8,40,80,13.36,1, ,2.5,3.5,2.5,4.5,4.5,5,4,3.5,4,4,2,4,2,3.5,4,5,3.5,2.5,4,2.5,3.5,4.5,4,4.5,2,2.5,2,4.5,3.5,1.5,2.5,1.5,2,4.5,2,4,3.5,2,4,4.5,4,4.5,2,4,2.5,2.5,1.5,1,2,1.5,1.5,1,2,4,2,2.5,4,3.5,4,2,2.5,3.5,4,3.5,4,4.5,3.5,4.5,2.3,2.928571429,4.125,2.833333333,4.2,2.1,3.416666667,4,4.1,1,4.2
50,NHL 2016,5,22.2,40,20,18.42,1, ,4,3.5,2,3.5,4,2,1.5,3.5,5,4.5,4,4,2,4.5,5,4.5,4.5,2,4,4,4.5,5,4.5,4,3,4,3,2.5,2,4,4.5,3.5,3,3.5,1.5,5,4.5,4,4,4.5,4,4,2,2,1.5,4,4,4,4.5,2.5,2,4,4.5,4,1,1.5,2,4.5,4,4,1.5,4,3,2,3,2,1.5,2.5,2.8,4.214285714,4.5,2.083333333,4.1,4.1,3.833333333,3.3,2.1,1,4.1
51,NHL 2016,4,19.25,100,0,20,2, ,1.5,3,1,5,5,2.5,1,4.5,1,1,4.5,3.5,1,4.5,4.5,3.5,4,2,1.5,1,1.5,4,4.5,5,3,3,1.5,4.5,1.5,1,2,1,3.5,3.5,4,1.5,2,1,5,4,4,2.5,1,2,2,1.5,3.5,4.5,2,1,1,3.5,5,5,4.5,4,5,4,5,4,2,4,3,3,4.5,5,4,5,1.5,3.285714286,4.375,4.083333333,4.1,3.5,2.333333333,4,4,0,4.1
52,NHL 2016,5,19.8,0,0,18.38,1, ,1,4,1,5,2,2,4,4.5,4.5,5,3.5,5,1,4.5,4.5,1,1,1,5,5,5,3,5,5,1.5,1,2,2,1.5,3.5,2.5,5, ,2,4,1.5,4.5,1.5,5,2,4,2,1,4.5,4,1,1,2,3.5,1,4,4,2,5,4.5,1.5,4.5,2,5,1.5,5,5,4.5,5,4,2.5,3.5,1,2.2,4.071428571,3.75,3.3,3.6,1.5,4.666666667,4.7,2.1,1,3.6
53,NHL 2016,6,19,33.33,16.67,20,2, ,4,1.5,3.5,2.5,3.5,4,2.5,5,2,3,3.5,2,3.5,2,3.5,1,4.5,5,1,1,1,2.5,3,2.5,4,4,4,2.5,1,1.5,4.5,1,1,1.5,2,4,4,1,3.5,1.5,3.5,1.5,3,5,5,1.5, ,1,4,3.5,2.5,2,3.5,2.5,2,2,5,1,3,1,1.5,1,2,2,2,4.5,1.5,5,3,3,2.25,2.25,2.6,1.125,1.333333333,2.3,2.9,0,2.6
54,NHL 2016,4,23.5,100,25,19.38,1, ,4.5,4.5,4,2,1.5,1,1,1.5,4,4,5,4,1,5,5,1,3,3,3,2,3,4.5,3.5,2,3.5,4,4,4,4.5,2,1.5,1,4,5,4,1,5,3.5,5,4,4.5, ,1,2,4.5,1,1,3.5,4.5,4,4.5,5,5,5,5,1,2.5,1.5,5,4,3,3,2.5,2,2,4,4.5,5,4.3,4.071428571,4,3.583333333,4.625,2.2,3.083333333,2.4,4.4,1, 
55,NHL 2016,5,19,50,40,20,2, ,5,4.5,1,1,4.5,1,1,3,1,1,4.5,4.5,1,4,4.5,1,1.5,3.5,4,5,4.5,3.5, ,2,2,4.5,4.5,4.5,4.5,3,1,3.5,4,4,4.5,1,1.5,1,5,3.5,2.5,3.5,1,3,4,1,1,4.5,2.5,5,1.5,5,5,5,5,4.5,5,2,5,3,4.5,2.5,4,1.5,1.5,3,5,2.5,3.4,3.428571429,3.625,4.5,3.9,2.3,4,2.25,3.9,0,3.9
56,NHL 2016,6,21,66.67,0,19.35,1, ,5,4,1.5,4,4,1.5,1,4,1,4,3.5,3,4,1,5,4.5,3.5,2.5,4.5,2.5,4.5,4,3.5,2,2,4,4.5,4,4.5,4.5,4.5,3.5,4.5,4,2.5,4.5,3.5,2.5,3,4.5,3.5,1,4,4,4,4.5,4,4,4,2,2,4.5,5,2,1.5,2.5,3.5,2,2,2,2.5,3.5,4,2,1.5,1.5,1.5,2.5,2.9,3.571428571,3.125,3.083333333,2.8,3.3,3.583333333,2.6,2.8,1,2.8
